sample	to_germline	to_tumor	to_case	to_all
1184-CRC0232LMH0000000000D01000-02-D8	{CRC0232NLH0000000000D01000-04-D8:0 }	{CRC0232LMH0000000000D01000-02-D8:0 }	{CRC0232LMH0000000000D01000-02-D8:0 CRC0232NLH0000000000D01000-04-D8:0 }	
1185-CRC0256LMH0000000000D01000-02-D9	{CRC0256NLH0000000000D01000-04-D9:0 }	{CRC0256LMH0000000000D01000-02-D9:0 CRC0256LMX0B01001TUMD01000-06-G12:0 CRC0256LMX0A01001TUMD01000-06-E6:0 }	{CRC0256LMH0000000000D01000-02-D9:0 CRC0256LMX0B01001TUMD01000-06-G12:0 CRC0256LMX0A01001TUMD01000-06-E6:0 CRC0256NLH0000000000D01000-04-D9:0 }	
1186-CRC0271LMH0000000000D01000-02-D10	{CRC0282NLH0000000000D01000-04-F10:0 CRC0282NMH0000000000D03000-031-D8:0 }	{CRC0271LMH0000000000D01000-02-D10:0 CRC0282LMX0A01001TUMD01000-06-D7:0 CRC0021LMX0A02201TUMD01000-031-E8:0 }	{CRC0271LMH0000000000D01000-02-D10:0 }	
1187-CRC0296LMH0000000000D01000-02-D11	{CRC0329NLH0000000000D05000-032-C2:0 CRC0296NLH0000000000D01000-04-D11:0 CRC0329NLH0000000000D01000-06-C1:0 }	{CRC0329LMX0A01001TUMD01000-013-B8:0 CRC0296LMH0000000000D01000-02-D11:0 CRC0329LMX0B02004TUMD01000-014-F3:0 CRC0329LMX0B01001TUMD01000-013-C7:0 CRC0329LMX0A01001TUMD01000-013-A2:0 CRC0329LMH0000000000D01000-035-B6:0 }	{CRC0296NLH0000000000D01000-04-D11:0 CRC0296LMH0000000000D01000-02-D11:0 }	
1188-CRC0313LMH0000000000D01000-02-D12	{CRC0313NLH0000000000D01000-04-D12:0 }	{CRC0313LMX0B03204TUMD01000-030-D4:0 CRC0313LMX0A03004TUMD01000-025-D2:0 CRC0313LMH0000000000D01000-02-D12:0 CRC0313LMX0A02004TUMD01000-014-E12:0 CRC0313LMX0A01001TUMD01000-013-C6:0 CRC0313LMX0A03002TUMD01000-025-B2:0 CRC0313LMX0B01001TUMD01000-014-F4:0 CRC0313LMX0B02001TUMD01000-014-D3:0 CRC0313LMX0A03003TUMD01000-025-C2:0 CRC0313LMX0B03202TUMD01000-030-A7:0 }	{CRC0313LMX0B03204TUMD01000-030-D4:0 CRC0313NLH0000000000D01000-04-D12:0 CRC0313LMX0A03004TUMD01000-025-D2:0 CRC0313LMH0000000000D01000-02-D12:0 CRC0313LMX0A02004TUMD01000-014-E12:0 CRC0313LMX0A01001TUMD01000-013-C6:0 CRC0313LMX0A03002TUMD01000-025-B2:0 CRC0313LMX0B01001TUMD01000-014-F4:0 CRC0313LMX0B02001TUMD01000-014-D3:0 CRC0313LMX0A03003TUMD01000-025-C2:0 CRC0313LMX0B03202TUMD01000-030-A7:0 }	
1189-CRC0147LMH0000000000D01000-02-E1	{CRC0147NLH0000000000D01000-020-F7:2 CRC0147NLH0000000000D01000-04-E1:2 }	{CRC0147LMH0000000000D01000-02-E1:0 }	{CRC0147LMH0000000000D01000-02-E1:0 }	
1190-CRC0155LMH0000000000D01000-02-E2	{CRC0155NLH0000000000D01000-04-E2:1 }	{CRC0155LMX0B03001TUMD01000-017-H2:0 CRC0155LMX0B02004TUMD01000-011-H1:0 CRC0155LMX0A01001TUMD01000-07-B11:0 CRC0155LMH0000000000D01000-02-E2:0 CRC0155LMX0B01001TUMD01000-08-B11:0 }	{CRC0155LMX0B02004TUMD01000-011-H1:0 CRC0155LMX0B01001TUMD01000-08-B11:0 CRC0155LMX0A01001TUMD01000-07-B11:0 CRC0155LMH0000000000D01000-02-E2:0 CRC0155LMX0B03001TUMD01000-017-H2:0 }	
1191-CRC0168LMH0000000000D01000-02-E3	{CRC0168NLH0000000000D01000-04-E3:1 }	{CRC0168LMX0B01001TUMD01000-08-G11:0 CRC0168LMX0A01001TUMD01000-07-G11:0 CRC0168LMX0B03005TUMD01000-016-H7:0 CRC0168LMX0B03009TUMD01000-016-H8:0 CRC0168LMH0000000000D01000-02-E3:0 CRC0168LMX0A02004TUMD01000-011-D3:0 CRC0168LMX0B03201TUMD01000-030-B8:0 CRC0168LMX0B03007TUMD01000-016-A8:0 CRC0168LMX0B02004TUMD01000-011-E3:0 }	{CRC0168LMX0B01001TUMD01000-08-G11:0 CRC0168LMX0A01001TUMD01000-07-G11:0 CRC0168LMX0B03005TUMD01000-016-H7:0 CRC0168LMX0B03009TUMD01000-016-H8:0 CRC0168LMH0000000000D01000-02-E3:0 CRC0168LMX0A02004TUMD01000-011-D3:0 CRC0168LMX0B03201TUMD01000-030-B8:0 CRC0168LMX0B03007TUMD01000-016-A8:0 CRC0168LMX0B02004TUMD01000-011-E3:0 }	
1192-CRC0177LMH0000000000D01000-02-E4	{CRC0177NLH0000000000D01000-021-C5:0 CRC0177NLH0000000000D01000-04-E4:0 }	{CRC0177LMH0000000000D01000-02-E4:0 }	{CRC0177LMH0000000000D01000-02-E4:0 CRC0177NLH0000000000D01000-021-C5:0 CRC0177NLH0000000000D01000-04-E4:0 }	
1193-CRC0195LMH0000000000D01000-02-E5	{CRC0195NLH0000000000D01000-04-E5:0 }	{CRC0195LMH0000000000D01000-02-E5:0 CRC0195LMX0A01001TUMD01000-06-H2:0 CRC0195LMX0B01001TUMD01000-06-H10:0 }	{CRC0195LMH0000000000D01000-02-E5:0 CRC0195LMX0B01001TUMD01000-06-H10:0 CRC0195LMX0A01001TUMD01000-06-H2:0 CRC0195NLH0000000000D01000-04-E5:0 }	
1194-CRC0209LMH0000000000D01000-02-E6	{CRC0209NLH0000000000D01000-04-E6:0 }	{CRC0209LMH0000000000D01000-02-E6:0 }	{CRC0209NLH0000000000D01000-04-E6:0 CRC0209LMH0000000000D01000-02-E6:0 }	
1195-CRC0219LMH0000000000D01000-02-E7	{CRC0219NLH0000000000D01000-04-E7:0 CRC0219NLH0000000000D01000-021-D11:0 }	{CRC0219LMX0A03001TUMD01000-017-F1:0 CRC0219LMX0B01001TUMD01000-06-B12:0 CRC0219LMH0000000000D01000-02-E7:0 CRC0219LMX0A02001TUMD01000-014-A3:0 CRC0219LMX0A03005TUMD01000-017-A8:0 CRC0219LMX0B03003TUMD01000-015-F2:0 CRC0219LMX0A03003TUMD01000-017-E1:0 CRC0219LMX0A01001TUMD01000-06-D5:0 CRC0219LMX0B02001TUMD01000-011-F8:0 CRC0219LMX0B03005TUMD01000-015-E2:0 CRC0219LMX0B03001TUMD01000-015-E3:0 }	{CRC0219LMX0A03001TUMD01000-017-F1:0 CRC0219LMX0B03003TUMD01000-015-F2:0 CRC0219NLH0000000000D01000-04-E7:0 CRC0219LMH0000000000D01000-02-E7:0 CRC0219LMX0A02001TUMD01000-014-A3:0 CRC0219LMX0A03005TUMD01000-017-A8:0 CRC0219LMX0B01001TUMD01000-06-B12:0 CRC0219NLH0000000000D01000-021-D11:0 CRC0219LMX0A03003TUMD01000-017-E1:0 CRC0219LMX0A01001TUMD01000-06-D5:0 CRC0219LMX0B02001TUMD01000-011-F8:0 CRC0219LMX0B03005TUMD01000-015-E2:0 CRC0219LMX0B03001TUMD01000-015-E3:0 }	
1196-CRC0233LMH0000000000D01000-02-E8	{CRC0233NLH0000000000D01000-04-E8:0 CRC0182NLH0000000000D01000-05-C9:0 }	{CRC0182LMH0000000000D01000-05-E2:0 CRC0233LMH0000000000D01000-02-E8:0 }	{CRC0233NLH0000000000D01000-04-E8:0 CRC0233LMH0000000000D01000-02-E8:0 }	
1197-CRC0261LMH0000000000D01000-02-E9	{CRC0261NLH0000000000D01000-04-E9:1 }	{CRC0261LMX0A02001TUMD01000-011-F9:0 CRC0261LMX0A03004TUMD01000-012-B2:0 CRC0261LMX0A03011TUMD01000-012-C2:0 CRC0261LMH0000000000D01000-02-E9:0 CRC0261LMX0A03001TUMD01000-012-A2:0 }	{CRC0261LMX0A02001TUMD01000-011-F9:0 CRC0261LMX0A03004TUMD01000-012-B2:0 CRC0261LMX0A03011TUMD01000-012-C2:0 CRC0261LMX0A03001TUMD01000-012-A2:0 CRC0261LMH0000000000D01000-02-E9:0 }	
1198-CRC0281LMH0000000000D01000-02-E10	{CRC0281NLH0000000000D01000-04-E10:1 }	{CRC0281LMH0000000000D01000-02-E10:0 }	{CRC0281LMH0000000000D01000-02-E10:0 }	
1199-CRC0297LMH0000000000D01000-02-E11	{CRC0161NLH0000000000D01000-04-H2:2 CRC0297NLH0000000000D01000-021-F7:2 CRC0161NLH0000000000D01000-020-G5:2 CRC0297NLH0000000000D01000-04-E11:2 }	{CRC0161LMX0A02002TUMD01000-013-B10:0 CRC0161LMX0A04014TUMD01000-027-D8:0 CRC0161LMX0A02001TUMD01000-012-F9:0 CRC0161LMX0A05034TUMD01000-027-D10:0 CRC0161LMX0A05043TUMD01000-027-E10:0 CRC0297LMX0B01001TUMD01000-012-H3:0 CRC0161LMX0A03017TUMD01000-017-H1:0 CRC0161LMX0A02004TUMD01000-013-E4:0 CRC0161LMX0A05023TUMD01000-027-F10:0 CRC0161LMX0A01001TUMD01000-06-E3:0 CRC0132LMX0A02004TUMD01000-010-C11:0 CRC0161LMX0A05010TUMD01000-027-G10:0 CRC0297LMH0000000000D01000-02-E11:0 CRC0297LMX0A03010TUMD01000-015-A9:0 CRC0161LMX0A01201TUMD01000-020-G6:0 CRC0297LMX0B03008TUMD01000-015-B2:0 CRC0161LMX0A05053TUMD01000-027-H10:0 CRC0297LMX0B02004TUMD01000-011-G10:0 CRC0297LMX0B03011TUMD01000-015-C8:0 CRC0297LMX0A03008TUMD01000-015-D2:0 CRC0161LMX0A06001TUMD01000-029-A10:0 CRC0161LMX0A04004TUMD01000-027-A8:0 CRC0297LMX0A02001TUMD01000-014-C2:0 CRC0297LMX0A03011TUMD01000-015-F3:0 CRC0297LMX0A01201TUMD06000-021-F8:0 CRC0297LMX0A01001TUMD01000-012-D4:0 CRC0161LMX0A04005TUMD01000-027-B8:0 CRC0297LMX0B03010TUMD01000-015-G1:0 CRC0161LMX0A03222TUMD05000-032-F2:0 CRC0161LMX0A05062TUMD01000-029-H9:0 CRC0161LMX0A04009TUMD01000-027-C8:0 CRC0161LMX0A02003TUMD01000-013-B6:0 }	{CRC0297LMX0B03010TUMD01000-015-G1:0 CRC0297LMX0A02001TUMD01000-014-C2:0 CRC0297LMX0A03011TUMD01000-015-F3:0 CRC0297LMX0A01201TUMD06000-021-F8:0 CRC0297LMX0A01001TUMD01000-012-D4:0 CRC0297LMH0000000000D01000-02-E11:0 CRC0297LMX0A03008TUMD01000-015-D2:0 CRC0297LMX0A03010TUMD01000-015-A9:0 CRC0297LMX0B02004TUMD01000-011-G10:0 CRC0297LMX0B03008TUMD01000-015-B2:0 CRC0297LMX0B01001TUMD01000-012-H3:0 CRC0297LMX0B03011TUMD01000-015-C8:0 }	
1200-CRC0315LMH0000000000D01000-02-E12	{CRC0315NLH0000000000D01000-04-E12:0 }	{CRC0315LMX0A03008TUMD01000-015-B10:0 CRC0315LMX0A03009TUMD01000-015-C10:0 CRC0315LMX0A03011TUMD01000-015-C11:0 CRC0315LMH0000000000D01000-02-E12:0 CRC0115LMX0A03007TUMD01000-016-G5:0 CRC0315LMX0A01001TUMD01000-013-B7:0 }	{CRC0315LMX0A03008TUMD01000-015-B10:0 CRC0315LMX0A03009TUMD01000-015-C10:0 CRC0315LMX0A03011TUMD01000-015-C11:0 CRC0315NLH0000000000D01000-04-E12:0 CRC0315LMH0000000000D01000-02-E12:0 CRC0315LMX0A01001TUMD01000-013-B7:0 }	
1201-CRC0148LMH0000000000D01000-02-F1	{CRC0148NLH0000000000D01000-04-F1:0 }	{CRC0148LMX0A02001TUMD01000-010-E12:0 CRC0148LMX0B03006TUMD01000-016-E9:0 CRC0148LMX0A02002TUMD01000-010-A9:0 CRC0148LMX0A03021TUMD01000-025-E9:0 CRC0148LMX0B01001TUMD01000-08-E10:0 CRC0148LMX0A01001TUMD01000-07-E10:0 CRC0148LMX0B02001TUMD01000-010-F12:0 CRC0148LMX0B03007TUMD01000-016-F9:0 CRC0148LMH0000000000D01000-02-F1:0 CRC0148LMX0A04205TUMD01000-034-A7:0 CRC0148LMX0B03009TUMD01000-017-B2:0 CRC0148LMX0A03005TUMD01000-016-D9:0 CRC0148LMX0B03017TUMD01000-016-E1:0 CRC0148LMX0A02207TUMD01000-034-H6:0 }	{CRC0148LMX0A02001TUMD01000-010-E12:0 CRC0148LMX0B03006TUMD01000-016-E9:0 CRC0148LMX0B01001TUMD01000-08-E10:0 CRC0148LMX0A03021TUMD01000-025-E9:0 CRC0148LMX0A04205TUMD01000-034-A7:0 CRC0148LMX0A01001TUMD01000-07-E10:0 CRC0148LMX0B02001TUMD01000-010-F12:0 CRC0148LMX0A02002TUMD01000-010-A9:0 CRC0148NLH0000000000D01000-04-F1:0 CRC0148LMH0000000000D01000-02-F1:0 CRC0148LMX0B03007TUMD01000-016-F9:0 CRC0148LMX0A03005TUMD01000-016-D9:0 CRC0148LMX0B03017TUMD01000-016-E1:0 CRC0148LMX0A02207TUMD01000-034-H6:0 CRC0148LMX0B03009TUMD01000-017-B2:0 }	
1202-CRC0156LMH0000000000D01000-02-F2	{CRC0157NLH0000000000D01000-021-C1:0 }	{CRC0156LMH0000000000D01000-02-F2:0 CRC0156LMX0A02004TUMD01000-011-A2:0 CRC0156LMX0A03002TUMD01000-017-D7:0 CRC0156LMX0A03006TUMD01000-017-F7:0 CRC0156LMX0A01001TUMD01000-06-B3:0 }	{CRC0156LMX0A03006TUMD01000-017-F7:0 CRC0156LMX0A03002TUMD01000-017-D7:0 CRC0156LMH0000000000D01000-02-F2:0 CRC0156LMX0A02004TUMD01000-011-A2:0 CRC0156LMX0A01001TUMD01000-06-B3:0 }	
1203-CRC0169LMH0000000000D01000-02-F3	{CRC0169NLH0000000000D01000-04-F3:0 }	{CRC0169LMH0000000000D01000-02-F3:0 }	{CRC0169NLH0000000000D01000-04-F3:0 CRC0169LMH0000000000D01000-02-F3:0 }	
1204-CRC0179LMH0000000000D01000-02-F4	{CRC0020NLH0000000000D01000-03-B2:0 CRC0179NLH0000000000D01000-04-F4:0 CRC0179NLH0000000000D01000-021-C7:0 }	{CRC0020LMH0000000000D01000-01-B2:0 CRC0179LMH0000000000D01000-02-F4:0 }	{CRC0179NLH0000000000D01000-04-F4:0 CRC0179LMH0000000000D01000-02-F4:0 CRC0179NLH0000000000D01000-021-C7:0 }	
1205-CRC0196LMH0000000000D01000-02-F5	{CRC0196NLH0000000000D01000-04-F5:1 }	{CRC0196LMH0000000000D01000-02-F5:0 }	{CRC0196LMH0000000000D01000-02-F5:0 }	
1206-CRC0210LMH0000000000D01000-02-F6	{CRC0210NLH0000000000D01000-04-F6:1 CRC0080NLH0000000000D01000-05-D7:1 CRC0112NLH0000000000D01000-03-E9:1 CRC0080NLH0000000000D01000-020-B9:1 }	{CRC0210LMH0000000000D01000-02-F6:0 CRC0112LMH0000000000D01000-01-E9:0 }	{CRC0210LMH0000000000D01000-02-F6:0 }	
1207-CRC0221LMH0000000000D01000-02-F7	{CRC0221NLH0000000000D01000-04-F7:0 }	{CRC0221LMH0000000000D01000-02-F7:0 }	{CRC0221NLH0000000000D01000-04-F7:0 CRC0221LMH0000000000D01000-02-F7:0 }	
1208-CRC0234LMH0000000000D01000-02-F8	{CRC0234NLH0000000000D01000-04-F8:1 }	{CRC0234LMH0000000000D01000-02-F8:0 CRC0234LMX0B01001TUMD01000-06-E12:0 CRC0234LMX0A01001TUMD01000-06-A6:0 }	{CRC0234LMH0000000000D01000-02-F8:0 CRC0234LMX0B01001TUMD01000-06-E12:0 CRC0234LMX0A01001TUMD01000-06-A6:0 }	
1209-CRC0262LMH0000000000D01000-02-F9	{CRC0262NLH0000000000D01000-021-F1:1 CRC0542NLH0000000000D01000-023-A6:1 CRC0262NLH0000000000D01000-04-F9:1 }	{CRC0262LMX0B02001TUMD01000-011-H9:0 CRC0262LMX0A01201TUMD01000-021-F2:0 CRC0542LMX0B02004TUMD01000-029-B6:0 CRC0262LMX0B01001TUMD01000-09-A1:0 CRC0542LMX0B01001TUMD01000-030-E9:0 CRC0262LMX0A02001TUMD01000-011-G9:0 CRC0262LMX0A03203TUMD01000-030-C8:0 CRC0262LMH0000000000D01000-02-F9:0 CRC0262LMX0A01001TUMD01000-06-G6:0 }	{CRC0262LMX0B02001TUMD01000-011-H9:0 CRC0262LMX0A01201TUMD01000-021-F2:0 CRC0262LMX0B01001TUMD01000-09-A1:0 CRC0262LMX0A02001TUMD01000-011-G9:0 CRC0262LMX0A03203TUMD01000-030-C8:0 CRC0262LMH0000000000D01000-02-F9:0 CRC0262LMX0A01001TUMD01000-06-G6:0 }	
1210-CRC0282LMH0000000000D01000-02-F10	{CRC0268NLH0000000000D01000-04-B10:1 }	{CRC0282LMH0000000000D01000-02-F10:0 }	{CRC0282LMH0000000000D01000-02-F10:0 }	
1211-CRC0300LMH0000000000D01000-02-F11	{CRC0300NLH0000000000D01000-04-F11:0 }	{CRC0300LMH0000000000D01000-02-F11:0 }	{CRC0300NLH0000000000D01000-04-F11:0 CRC0300LMH0000000000D01000-02-F11:0 }	
1212-CRC0316LMH0000000000D01000-02-F12	{CRC0319NLH0000000000D01000-05-F12:1 }	{CRC0316LMH0000000000D01000-02-F12:0 CRC0378LMX0A02002TUMD01000-025-G7:0 CRC0378LMH0000000000D01000-012-F6:0 }	{CRC0316LMH0000000000D01000-02-F12:0 }	
1213-CRC0149LMH0000000000D01000-02-G1	{CRC0149NLH0000000000D01000-04-G1:0 }	{CRC0149LMX0B03003TUMD01000-017-C4:0 CRC0149LMX0B02004TUMD01000-011-A1:0 CRC0149LMX0B03002TUMD01000-030-D10:0 CRC0149LMX0B03002TUMD01000-017-E4:0 CRC0149LMX0A03001TUMD01000-017-D4:0 CRC0149LMX0B01001TUMD01000-08-F10:0 CRC0149LMX0A01001TUMD01000-07-F10:0 CRC0149LMX0A02004TUMD01000-010-G12:0 CRC0149LMX0B03006TUMD01000-030-C9:0 CRC0149LMX0B02202TUMD01000-029-F6:0 CRC0149LMH0000000000D01000-02-G1:0 }	{CRC0149LMX0B03003TUMD01000-017-C4:0 CRC0149LMX0B02004TUMD01000-011-A1:0 CRC0149LMX0B03002TUMD01000-030-D10:0 CRC0149NLH0000000000D01000-04-G1:0 CRC0149LMX0A03001TUMD01000-017-D4:0 CRC0149LMX0B01001TUMD01000-08-F10:0 CRC0149LMX0A01001TUMD01000-07-F10:0 CRC0149LMX0B03006TUMD01000-030-C9:0 CRC0149LMX0A02004TUMD01000-010-G12:0 CRC0149LMX0B03002TUMD01000-017-E4:0 CRC0149LMH0000000000D01000-02-G1:0 CRC0149LMX0B02202TUMD01000-029-F6:0 }	
1214-CRC0158LMH0000000000D01000-02-G2	{CRC0237NLH0000000000D01000-04-G8:0 CRC0158NLH0000000000D01000-04-G2:0 CRC0235NLH0000000000D01000-05-D10:0 }	{CRC0237LMX0A01001TUMD01000-06-B6:0 CRC0237LMH0000000000D01000-02-G8:0 CRC0237LMX0A02004TUMD01000-011-C9:0 CRC0158LMX0A03004TUMD01000-028-D8:0 CRC0158LMX0A01001TUMD01000-06-C3:0 CRC0158LMX0A04004TUMD01000-036-C7:0 CRC0237LMX0A03002TUMD01000-014-F6:0 CRC0158LMX0A03001TUMD01000-017-H7:0 CRC0158LMX0A03008TUMD01000-028-E8:0 CRC0158LMX0A02004TUMD01000-011-C2:0 CRC0237LMX0A03003TUMD01000-014-G6:0 CRC0158LMX0A02203TUMD01000-028-C8:0 CRC0158LMH0000000000D01000-02-G2:0 }	{CRC0158LMX0A03001TUMD01000-017-H7:0 CRC0158LMX0A03004TUMD01000-028-D8:0 CRC0158LMX0A01001TUMD01000-06-C3:0 CRC0158LMX0A04004TUMD01000-036-C7:0 CRC0158LMX0A03008TUMD01000-028-E8:0 CRC0158LMX0A02004TUMD01000-011-C2:0 CRC0158LMX0A02203TUMD01000-028-C8:0 CRC0158NLH0000000000D01000-04-G2:0 CRC0158LMH0000000000D01000-02-G2:0 }	
1215-CRC0170LMH0000000000D01000-02-G3	{CRC0170NLH0000000000D01000-04-G3:0 }	{CRC0170LMX0B01001TUMD01000-08-A12:0 CRC0170LMX0B02004TUMD01000-011-H3:0 CRC0170LMH0000000000D01000-02-G3:0 }	{CRC0170LMX0B01001TUMD01000-08-A12:0 CRC0170LMX0B02004TUMD01000-011-H3:0 CRC0170NLH0000000000D01000-04-G3:0 CRC0170LMH0000000000D01000-02-G3:0 }	
1216-CRC0181LMH0000000000D01000-02-G4	{CRC0181NLH0000000000D01000-04-G4:0 }	{CRC0181LMH0000000000D01000-02-G4:0 }	{CRC0181LMH0000000000D01000-02-G4:0 CRC0181NLH0000000000D01000-04-G4:0 }	
1217-CRC0200LMH0000000000D01000-02-G5	{CRC0427NLH0000000000D01000-015-B11:1 CRC0200NLH0000000000D01000-04-G5:1 }	{CRC0200LMH0000000000D01000-02-G5:0 CRC0427LMX0A01001TUMD01000-018-G9:0 CRC0427LMX0B01001TUMD01000-019-H6:0 }	{CRC0200LMH0000000000D01000-02-G5:0 }	
1218-CRC0211LMH0000000000D01000-02-G6	{CRC0211NLH0000000000D01000-04-G6:0 }	{CRC0211LMH0000000000D01000-02-G6:0 }	{CRC0211NLH0000000000D01000-04-G6:0 CRC0211LMH0000000000D01000-02-G6:0 }	
1219-CRC0224LMH0000000000D01000-02-G7	{CRC0224NLH0000000000D01000-04-G7:2 }	{CRC0224LMH0000000000D01000-02-G7:0 }	{CRC0224LMH0000000000D01000-02-G7:0 }	
1220-CRC0237LMH0000000000D01000-02-G8	{CRC0237NLH0000000000D01000-04-G8:0 CRC0158NLH0000000000D01000-04-G2:0 CRC0235NLH0000000000D01000-05-D10:0 }	{CRC0237LMX0A01001TUMD01000-06-B6:0 CRC0237LMH0000000000D01000-02-G8:0 CRC0237LMX0A02004TUMD01000-011-C9:0 CRC0158LMX0A03004TUMD01000-028-D8:0 CRC0158LMX0A01001TUMD01000-06-C3:0 CRC0158LMX0A04004TUMD01000-036-C7:0 CRC0237LMX0A03002TUMD01000-014-F6:0 CRC0158LMX0A03001TUMD01000-017-H7:0 CRC0158LMX0A03008TUMD01000-028-E8:0 CRC0158LMX0A02004TUMD01000-011-C2:0 CRC0237LMX0A03003TUMD01000-014-G6:0 CRC0158LMX0A02203TUMD01000-028-C8:0 CRC0158LMH0000000000D01000-02-G2:0 }	{CRC0237LMX0A01001TUMD01000-06-B6:0 CRC0237LMH0000000000D01000-02-G8:0 CRC0237LMX0A02004TUMD01000-011-C9:0 CRC0237NLH0000000000D01000-04-G8:0 CRC0237LMX0A03002TUMD01000-014-F6:0 CRC0237LMX0A03003TUMD01000-014-G6:0 }	
1221-CRC0264LMH0000000000D01000-02-G9	{CRC0264NLH0000000000D01000-04-G9:0 CRC0264NLH0000000000D01000-021-F3:0 }	{CRC0264LMH0000000000D01000-02-G9:0 }	{CRC0264NLH0000000000D01000-04-G9:0 CRC0264LMH0000000000D01000-02-G9:0 CRC0264NLH0000000000D01000-021-F3:0 }	
1222-CRC0287LMH0000000000D01000-02-G10	{CRC0471NLH0000000000D01000-019-D2:2 }	{CRC0287LMH0000000000D01000-02-G10:0 }	{CRC0287LMH0000000000D01000-02-G10:0 }	
1223-CRC0304LMH0000000000D01000-02-G11	{CRC0304NLH0000000000D01000-04-G11:0 }	{CRC0304LMH0000000000D01000-02-G11:0 }	{CRC0304NLH0000000000D01000-04-G11:0 CRC0304LMH0000000000D01000-02-G11:0 }	
1224-CRC0324LMH0000000000D01000-02-G12	{CRC0324NLH0000000000D01000-04-G12:0 }	{CRC0324LMX0B01001TUMD01000-012-A3:0 CRC0324LMH0000000000D01000-02-G12:0 CRC0324LMX0B03203TUMD01000-030-B10:0 CRC0324LMX0A02004TUMD01000-014-B2:0 CRC0324LMX0A01001TUMD01000-013-B2:0 CRC0324LMX0B02004TUMD01000-011-E11:0 }	{CRC0324NLH0000000000D01000-04-G12:0 CRC0324LMX0B01001TUMD01000-012-A3:0 CRC0324LMH0000000000D01000-02-G12:0 CRC0324LMX0B03203TUMD01000-030-B10:0 CRC0324LMX0A02004TUMD01000-014-B2:0 CRC0324LMX0A01001TUMD01000-013-B2:0 CRC0324LMX0B02004TUMD01000-011-E11:0 }	
1225-CRC0150LMH0000000000D01000-02-H1	{CRC0150NLH0000000000D01000-021-B11:0 CRC0150NLH0000000000D01000-04-H1:0 }	{CRC0150LMH0000000000D01000-02-H1:0 }	{CRC0150LMH0000000000D01000-02-H1:0 CRC0150NLH0000000000D01000-021-B11:0 CRC0150NLH0000000000D01000-04-H1:0 }	
1226-CRC0161LMH0000000000D01000-02-H2	{CRC0161NLH0000000000D01000-04-H2:0 CRC0297NLH0000000000D01000-021-F7:0 CRC0161NLH0000000000D01000-020-G5:0 CRC0297NLH0000000000D01000-04-E11:0 }	{CRC0161LMH0000000000D01000-02-H2:0 }	{CRC0161NLH0000000000D01000-04-H2:0 CRC0161LMH0000000000D01000-02-H2:0 CRC0161NLH0000000000D01000-020-G5:0 }	
1227-CRC0171LMH0000000000D01000-02-H3	{CRC0171NLH0000000000D01000-020-G9:0 CRC0171NLH0000000000D01000-04-H3:0 }	{CRC0171LMX0B02004TUMD01000-011-A4:0 CRC0171LMX0B01201TUMD01000-020-G10:0 CRC0171LMH0000000000D01000-02-H3:0 CRC0171LMX0B01001TUMD01000-06-B10:0 }	{CRC0171LMX0B01001TUMD01000-06-B10:0 CRC0171LMX0B02004TUMD01000-011-A4:0 CRC0171NLH0000000000D01000-04-H3:0 CRC0171LMH0000000000D01000-02-H3:0 CRC0171NLH0000000000D01000-020-G9:0 CRC0171LMX0B01201TUMD01000-020-G10:0 }	
1228-CRC0183LMH0000000000D01000-02-H4	{CRC0183NLH0000000000D01000-04-H4:0 }	{CRC0183LMH0000000000D01000-02-H4:0 }	{CRC0183NLH0000000000D01000-04-H4:0 CRC0183LMH0000000000D01000-02-H4:0 }	
1229-CRC0202LMH0000000000D01000-02-H5	{CRC0202NLH0000000000D01000-021-D7:0 CRC0202NLH0000000000D01000-04-H5:0 }	{CRC0202LMX0B03004TUMD01000-012-A1:0 CRC0202LMX0A02004TUMD01000-011-A7:0 CRC0202LMH0000000000D01000-02-H5:0 CRC0202LMX0B03006TUMD01000-012-B1:0 CRC0202LMX0B01001TUMD01000-06-C11:0 CRC0202LMX0B02004TUMD01000-011-B7:0 CRC0202LMX0A01001TUMD01000-06-E4:0 }	{CRC0202NLH0000000000D01000-04-H5:0 CRC0202LMX0A01001TUMD01000-06-E4:0 CRC0202LMX0A02004TUMD01000-011-A7:0 CRC0202LMH0000000000D01000-02-H5:0 CRC0202LMX0B03006TUMD01000-012-B1:0 CRC0202NLH0000000000D01000-021-D7:0 CRC0202LMX0B01001TUMD01000-06-C11:0 CRC0202LMX0B02004TUMD01000-011-B7:0 CRC0202LMX0B03004TUMD01000-012-A1:0 }	
1230-CRC0214LMH0000000000D01000-02-H6	{CRC0214NLH0000000000D01000-04-H6:0 }	{CRC0268PRX0A01201TUMD03000-031-H7:0 CRC0214LMX0A02004TUMD01000-011-G7:0 CRC0214LMH0000000000D01000-02-H6:0 CRC0214LMX0B01001TUMD01000-06-F11:0 }	{CRC0214LMX0A02004TUMD01000-011-G7:0 CRC0214NLH0000000000D01000-04-H6:0 CRC0214LMH0000000000D01000-02-H6:0 CRC0214LMX0B01001TUMD01000-06-F11:0 }	
1231-LNF0002LMH0000000000D01000-02-H7	{LNF0002NLH0000000000D01000-04-H7:0 }	{LNF0002LMH0000000000D01000-02-H7:0 }	{LNF0002NLH0000000000D01000-04-H7:0 LNF0002LMH0000000000D01000-02-H7:0 }	
